INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('1', '10000', '2024-01-27 09:00:00', '2024-02-10 08:59:59', '50', '23.45', '860', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('129', '10000', '2023-06-18 09:00:00', '2023-07-02 08:59:59', '50', '12.32', '3310', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('130', '10000', '2023-01-23 09:00:00', '2023-02-06 08:59:59', '50', '11.61', '9719', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('131', '10000', '2024-05-10 09:00:00', '2024-05-24 08:59:59', '50', '8.06', '7890', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('131', '10000', '2023-08-18 09:00:00', '2023-09-01 08:59:59', '50', '1.35', '7890', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('131', '10000', '2023-01-14 09:00:00', '2023-01-28 08:59:59', '50', '16.69', '7890', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('132', '10000', '2024-04-13 09:00:00', '2024-04-27 08:59:59', '50', '12.23', '6941', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('132', '10000', '2022-10-08 09:00:00', '2022-10-22 08:59:59', '50', '28.73', '6941', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('133', '10000', '2025-02-04 09:00:00', '2025-02-18 08:59:59', '50', '22.9', '1046', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('133', '10000', '2022-05-26 09:00:00', '2022-06-09 08:59:59', '50', '8.8', '1046', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('133', '10000', '2023-04-29 09:00:00', '2023-05-13 08:59:59', '50', '25.75', '1046', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('133', '10000', '2024-02-15 09:00:00', '2024-02-29 08:59:59', '50', '13.34', '1046', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('134', '10000', '2023-10-31 09:00:00', '2023-11-14 08:59:59', '50', '6.56', '2174', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('135', '10000', '2024-05-11 09:00:00', '2024-05-25 08:59:59', '50', '0.89', '9512', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('135', '10000', '2022-10-28 09:00:00', '2022-11-11 08:59:59', '50', '5.81', '9512', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('135', '10000', '2023-03-03 09:00:00', '2023-03-17 08:59:59', '50', '8.95', '9512', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('136', '10000', '2025-03-23 09:00:00', '2025-04-06 08:59:59', '50', '14.04', '5922', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('136', '10000', '2023-08-11 09:00:00', '2023-08-25 08:59:59', '50', '21.31', '5922', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('136', '10000', '2022-08-01 09:00:00', '2022-08-15 08:59:59', '50', '4.61', '5922', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('136', '10000', '2023-05-14 09:00:00', '2023-05-28 08:59:59', '50', '5.59', '5922', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('137', '10000', '2024-10-07 09:00:00', '2024-10-21 08:59:59', '50', '0.37', '9247', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('137', '10000', '2024-01-12 09:00:00', '2024-01-26 08:59:59', '50', '3.52', '9247', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('138', '10000', '2024-05-14 09:00:00', '2024-05-28 08:59:59', '50', '6.62', '8432', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('138', '10000', '2023-02-10 09:00:00', '2023-02-24 08:59:59', '50', '12.79', '8432', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('139', '10000', '2024-05-11 09:00:00', '2024-05-25 08:59:59', '50', '13.08', '1639', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('139', '10000', '2022-10-11 09:00:00', '2022-10-25 08:59:59', '50', '22.44', '1639', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('139', '10000', '2023-06-24 09:00:00', '2023-07-08 08:59:59', '50', '8.23', '1639', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('139', '10000', '2023-03-07 09:00:00', '2023-03-21 08:59:59', '50', '21.57', '1639', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('140', '10000', '2024-05-09 09:00:00', '2024-05-23 08:59:59', '50', '1.38', '5652', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('140', '10000', '2022-11-01 09:00:00', '2022-11-15 08:59:59', '50', '11.37', '5652', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('140', '10000', '2023-02-12 09:00:00', '2023-02-26 08:59:59', '50', '28.71', '5652', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('141', '10000', '2024-05-12 09:00:00', '2024-05-26 08:59:59', '50', '0.31', '3977', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('141', '10000', '2022-07-28 09:00:00', '2022-08-11 08:59:59', '50', '25.15', '3977', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('141', '10000', '2023-04-15 09:00:00', '2023-04-29 08:59:59', '50', '20.79', '3977', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('142', '10000', '2024-07-20 09:00:00', '2024-08-03 08:59:59', '50', '15.77', '2766', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('142', '10000', '2024-03-26 09:00:00', '2024-04-09 08:59:59', '50', '6.57', '2766', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('142', '10000', '2023-01-07 09:00:00', '2023-01-21 08:59:59', '50', '28.75', '2766', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('142', '10000', '2022-11-28 09:00:00', '2022-12-12 08:59:59', '50', '12.06', '2766', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('143', '10000', '2025-04-15 09:00:00', '2025-04-29 08:59:59', '50', '6.56', '3638', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('143', '10000', '2022-09-08 09:00:00', '2022-09-22 08:59:59', '50', '4.41', '3638', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('144', '10000', '2024-05-31 09:00:00', '2024-06-14 08:59:59', '50', '8.04', '2129', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('144', '10000', '2022-09-21 09:00:00', '2022-10-05 08:59:59', '50', '19.6', '2129', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('145', '10000', '2025-03-01 09:00:00', '2025-03-15 08:59:59', '50', '4.45', '5007', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('145', '10000', '2023-01-31 09:00:00', '2023-02-14 08:59:59', '50', '29.64', '5007', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('146', '10000', '2022-09-11 09:00:00', '2022-09-25 08:59:59', '50', '2.69', '7409', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('146', '10000', '2023-10-01 09:00:00', '2023-10-15 08:59:59', '50', '27.1', '7409', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('146', '10000', '2023-07-29 09:00:00', '2023-08-12 08:59:59', '50', '0.71', '7409', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('147', '10000', '2024-07-08 09:00:00', '2024-07-22 08:59:59', '50', '26.6', '7909', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('147', '10000', '2023-03-18 09:00:00', '2023-04-01 08:59:59', '50', '0.18', '7909', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('147', '10000', '2022-12-29 09:00:00', '2023-01-12 08:59:59', '50', '19.64', '7909', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('147', '10000', '2022-08-18 09:00:00', '2022-09-01 08:59:59', '50', '2.78', '7909', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('148', '10000', '2024-02-09 09:00:00', '2024-02-23 08:59:59', '50', '19.15', '1078', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('148', '10000', '2024-01-15 09:00:00', '2024-01-29 08:59:59', '50', '9.51', '1078', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('149', '10000', '2024-07-06 09:00:00', '2024-07-20 08:59:59', '50', '7.58', '6114', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('149', '10000', '2023-08-21 09:00:00', '2023-09-04 08:59:59', '50', '5.67', '6114', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('149', '10000', '2023-07-24 09:00:00', '2023-08-07 08:59:59', '50', '7.24', '6114', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('150', '10000', '2024-05-14 09:00:00', '2024-05-28 08:59:59', '50', '28.2', '2177', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('150', '10000', '2024-02-04 09:00:00', '2024-02-18 08:59:59', '50', '10.96', '2177', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('151', '10000', '2024-05-09 09:00:00', '2024-05-23 08:59:59', '50', '10.84', '7663', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('151', '10000', '2023-12-14 09:00:00', '2023-12-28 08:59:59', '50', '25.48', '7663', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('151', '10000', '2023-06-17 09:00:00', '2023-07-01 08:59:59', '50', '12.43', '7663', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('151', '10000', '2022-06-15 09:00:00', '2022-06-29 08:59:59', '50', '2.62', '7663', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('152', '10000', '2024-05-13 09:00:00', '2024-05-27 08:59:59', '50', '27.52', '9935', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('152', '10000', '2022-06-23 09:00:00', '2022-07-07 08:59:59', '50', '14.59', '9935', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('152', '10000', '2022-09-06 09:00:00', '2022-09-20 08:59:59', '50', '12.45', '9935', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('152', '10000', '2024-01-01 09:00:00', '2024-01-15 08:59:59', '50', '15.37', '9935', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('153', '10000', '2023-11-10 09:00:00', '2023-11-24 08:59:59', '50', '8.11', '9910', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('153', '10000', '2023-04-30 09:00:00', '2023-05-14 08:59:59', '50', '16.02', '9910', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('153', '10000', '2023-11-11 09:00:00', '2023-11-25 08:59:59', '50', '18.29', '9910', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('154', '10000', '2024-05-11 09:00:00', '2024-05-25 08:59:59', '50', '27.63', '3342', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('154', '10000', '2022-10-19 09:00:00', '2022-11-02 08:59:59', '50', '19.1', '3342', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('154', '10000', '2023-10-10 09:00:00', '2023-10-24 08:59:59', '50', '16.4', '3342', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('154', '10000', '2023-08-25 09:00:00', '2023-09-08 08:59:59', '50', '15.11', '3342', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('155', '10000', '2024-04-05 09:00:00', '2024-04-19 08:59:59', '50', '25.92', '576', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('155', '10000', '2023-10-27 09:00:00', '2023-11-10 08:59:59', '50', '22.61', '576', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('155', '10000', '2022-12-08 09:00:00', '2022-12-22 08:59:59', '50', '6.03', '576', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('156', '10000', '2024-07-10 09:00:00', '2024-07-24 08:59:59', '50', '13.63', '5944', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('156', '10000', '2023-06-21 09:00:00', '2023-07-05 08:59:59', '50', '6.01', '5944', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('156', '10000', '2023-07-09 09:00:00', '2023-07-23 08:59:59', '50', '18.56', '5944', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('156', '10000', '2023-01-06 09:00:00', '2023-01-20 08:59:59', '50', '28.78', '5944', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('157', '10000', '2024-08-05 09:00:00', '2024-08-19 08:59:59', '50', '27.47', '9429', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('157', '10000', '2022-05-26 09:00:00', '2022-06-09 08:59:59', '50', '2.96', '9429', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('157', '10000', '2024-02-18 09:00:00', '2024-03-03 08:59:59', '50', '2.17', '9429', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('158', '10000', '2024-06-09 09:00:00', '2024-06-23 08:59:59', '50', '29.53', '3649', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('158', '10000', '2022-11-28 09:00:00', '2022-12-12 08:59:59', '50', '1.64', '3649', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('158', '10000', '2022-06-02 09:00:00', '2022-06-16 08:59:59', '50', '8.64', '3649', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('159', '10000', '2023-09-20 09:00:00', '2023-10-04 08:59:59', '50', '27.58', '4764', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('159', '10000', '2023-01-06 09:00:00', '2023-01-20 08:59:59', '50', '19.91', '4764', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('160', '10000', '2024-05-08 09:00:00', '2024-05-22 08:59:59', '50', '12.82', '7734', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('160', '10000', '2023-02-08 09:00:00', '2023-02-22 08:59:59', '50', '12.38', '7734', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('161', '10000', '2024-05-08 09:00:00', '2024-05-22 08:59:59', '50', '23.07', '4470', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('161', '10000', '2023-07-16 09:00:00', '2023-07-30 08:59:59', '50', '27.4', '4470', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('161', '10000', '2022-09-05 09:00:00', '2022-09-19 08:59:59', '50', '23.81', '4470', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('161', '10000', '2023-04-24 09:00:00', '2023-05-08 08:59:59', '50', '13.15', '4470', '10');
INSERT INTO subscription_tb (farm_code, confirm_price, started_time, ended_time, limit_num, return_rate, total_token_count, partner_farm_rate) VALUES ('162', '10000', '2024-01-30 09:00:00', '2024-02-13 08:59:59', '50', '6.5', '3201', '10');
